Id-main,Ra(J2000) deg,Dec(J2000) deg,J,eJ,H,eH,Ks,eKs,Types
,296.197662,-14.763362,17.175,,16.255,,15.536,,C  
,296.208893,-14.769947,17.025,,16.201,,15.758,,C  
,296.199615,-14.7809,18.414,,17.421,,17.201,,C  
,296.206879,-14.785284,18.082,,17.209,,17.074,,M  
,296.180084,-14.825297,17.231,,16.366,,15.897,,C  
,296.212219,-14.830112,17.27,,16.343,,16.036,,Cca
,296.173828,-14.834276,18.015,,17.151,,16.987,,Mca
,296.160797,-14.836968,18.027,,17.37,,17.092,,Mca
,296.212219,-14.840272,17.982,,17.22,,16.969,,Mca
,296.194489,-14.842676,17.014,,16.111,,15.568,,C  
,296.202057,-14.847754,17.178,,16.174,,15.577,,Cca
,296.164886,-14.853178,17.217,,16.028,,15.151,,C  
,296.179565,-14.858191,17.341,,16.375,,15.818,,C  
,296.188385,-14.861088,17.551,,16.547,,16.182,,C  
,296.157288,-14.863935,17.318,,16.473,,16.265,,M  
,296.178772,-14.868636,17.478,,16.402,,15.788,,C  
,296.204865,-14.8711,16.935,,16.102,,15.807,,M  
,296.206085,-14.874577,18.145,,17.337,,17.039,,M  
,296.168549,-14.87782,17.222,,16.157,,15.564,,C  
,296.169189,-14.884176,15.852,,15.016,,14.782,,M  
,296.193604,-14.8867,18.299,,17.373,,17.215,,M  
,296.192444,-14.901339,17.672,,16.756,,16.644,,M  
,296.114899,-14.903462,18.059,,17.332,,17.124,,M  
,296.186646,-14.908154,17.764,,16.87,,16.708,,M  
,296.206696,-14.92662,16.997,,15.861,,15.147,,C  
,296.144318,-14.931097,17.52,,16.613,,16.411,,M  
,296.342345,-14.822172,17.481,,16.581,,16.401,,M  
,296.331849,-14.824688,18.029,,17.03,,16.852,,M  
,296.331716,-14.826927,17.657,,16.8,,16.693,,M  
,296.351776,-14.830035,17.677,,16.931,,16.712,,Mca
,296.345673,-14.834577,17.219,,16.341,,15.898,,Cca
,296.262573,-14.837487,17.44,,16.619,,16.297,,Mca
,296.343445,-14.847301,17.905,,17.047,,16.885,,Mca
,296.346741,-14.855356,17.32,,16.481,,16.022,,C  
,296.375763,-14.876107,17.948,,17.028,,16.819,,M  
,296.363129,-14.880856,17.439,,16.595,,16.435,,M  
,296.365631,-14.891643,15.562,,14.712,,14.318,,C  
,296.261505,-14.894732,17.792,,16.833,,16.802,,M  
,296.335785,-14.902986,17.233,,16.411,,16.022,,C  
,296.286987,-14.920337,16.908,,16.087,,15.896,,M  
,296.275116,-14.926181,18.321,,17.4,,17.123,,C  
,296.380829,-14.883905,17.628,,16.763,,16.596,,M  
,296.320587,-14.693704,18.135,,17.227,,17.169,,M  
,296.293854,-14.708783,17.537,,16.573,,16.344,,C  
,296.367828,-14.712914,17.585,,16.765,,16.497,,M  
,296.381348,-14.727878,17.516,,16.627,,16.418,,M  
,296.355621,-14.731111,18.112,,17.429,,17.172,,M  
,296.285706,-14.743645,17.682,,16.861,,16.682,,M  
,296.262848,-14.76875,17.647,,16.796,,16.637,,M  
,296.299103,-14.783449,17.48,,16.529,,15.729,,C  
,296.134644,-14.67692,17.35,,16.321,,15.771,,C  
,296.121368,-14.679315,17.359,,16.399,,16.029,,C  
,296.178497,-14.684889,18.044,,17.083,,16.866,,M  
,296.169312,-14.687134,17.699,,17.031,,16.75,,M  
,296.154877,-14.691996,17.839,,17.265,,16.853,,M  
,296.170105,-14.696488,17.366,,16.439,,16.089,,C  
,296.20285,-14.700215,17.115,,15.986,,15.382,,C  
,296.155792,-14.702925,17.811,,17.114,,16.901,,M  
,296.134155,-14.70893,17.268,,16.427,,16.191,,M  
,296.179932,-14.711598,18.122,,17.281,,17.03,,M  
,296.112671,-14.714574,16.424,,15.517,,15.338,,M  
,296.187347,-14.717557,17.671,,16.723,,16.491,,C  
,296.198029,-14.719869,17.606,,16.479,,15.802,,C  
,296.103516,-14.723016,17.447,,16.545,,16.07,,C  
,296.151001,-14.726998,16.872,,16,,15.486,,C  
,296.127747,-14.729833,17.725,,16.917,,16.64,,M  
,296.159454,-14.733295,17.518,,16.572,,15.92,,C  
,296.179535,-14.737016,17.065,,16.054,,15.353,,C  
,296.179321,-14.742605,17.415,,16.49,,15.87,,C  
,296.207184,-14.745038,17.006,,15.993,,15.379,,C  
,296.179443,-14.752915,16.663,,15.734,,15.234,,C  
,296.203827,-14.755259,17.967,,17.164,,16.598,,C  
,296.181671,-14.7577,17.175,,16.282,,15.944,,C  
,296.202637,-14.773767,17.296,,16.414,,15.714,,C  
,296.193481,-14.781586,17.935,,17.162,,16.883,,M  
,296.194275,-14.821965,17.296,,16.408,,15.902,,C  
,296.183502,-14.824387,17.58,,16.757,,16.576,,M  
,296.163879,-14.827393,17.105,,15.991,,15.211,,C  
,296.182404,-14.829756,17.808,,16.983,,16.854,,Mca
,296.165405,-14.833178,17.271,,16.448,,16.238,,Mca
,296.145233,-14.835481,18.002,,17.182,,17.032,,Mca
,296.135132,-14.838089,17.57,,16.677,,16.486,,Mca
,296.192749,-14.841306,18.047,,17.3,,17.066,,Mca
,296.170105,-14.844587,17.354,,16.234,,15.509,,Cca
,296.187469,-14.853082,18.169,,17.289,,17.198,,M  
,296.191681,-14.857764,17.902,,16.956,,16.761,,M  
,296.156158,-14.860965,17.108,,16.214,,15.634,,C  
,296.187439,-14.863374,18.029,,17.031,,16.932,,M  
,296.171783,-14.865685,17.105,,16.145,,15.625,,C  
,296.171753,-14.870989,18.017,,17.269,,17.046,,M  
,296.18869,-14.873989,17.872,,16.983,,16.879,,M  
,296.178711,-14.876316,18.07,,17.083,,16.72,,C  
,296.155457,-14.878673,17.625,,16.429,,15.762,,C  
,296.19754,-14.883656,17.866,,16.778,,16.2,,C  
,296.201691,-14.886331,16.685,,15.619,,15.007,,C  
,296.117828,-14.896477,17.798,,16.968,,16.867,,M  
,296.19754,-14.899305,17.107,,16.295,,16.098,,M  
,296.115417,-14.901344,17.706,,16.95,,16.771,,M  
,296.089813,-14.905375,17.896,,16.855,,16.316,,C  
,296.17276,-14.922873,16.532,,15.67,,15.261,,C  
,296.176575,-14.926566,18.216,,17.415,,17.113,,M  
,296.173828,-14.929623,17.362,,16.486,,16.301,,M  
,296.233276,-14.808039,17.538,,16.688,,16.465,,M  
,296.209412,-14.569217,17.453,,16.39,,15.66,,C  
,296.232605,-14.590483,17.931,,17.352,,17.046,,M  
,296.210419,-14.592963,17.963,,17.348,,17.033,,M  
,296.205383,-14.599363,17.083,,16.511,,16.279,,M  
,296.20874,-14.604931,18.102,,17.385,,17.319,,M  
,296.190643,-14.608078,17.586,,16.732,,16.563,,M  
,296.216583,-14.615705,17.813,,17.201,,16.998,,M  
,296.21402,-14.621172,17.39,,16.763,,16.607,,M  
,296.189636,-14.643152,17.088,,16.481,,16.215,,M  
,296.233551,-14.64607,17.741,,17.057,,16.927,,M  
,296.193878,-14.664783,18.34,,17.605,,17.257,,M  
,296.020721,-14.549389,18.37,,17.61,,17.368,,M  
,295.978973,-14.551923,17.75,,16.983,,16.768,,M  
,296.059235,-14.56733,17.994,,17.26,,17.157,,M  
,295.996796,-14.573745,18.158,,17.349,,17.201,,M  
,295.981812,-14.576805,17.368,,16.79,,16.532,,M  
,295.981445,-14.582492,18.026,,17.339,,17.126,,M  
,295.946991,-14.590075,18.303,,17.808,,17.445,,M  
,295.982422,-14.601364,17.967,,17.211,,16.981,,M  
,296.040436,-14.607334,18.163,,17.085,,16.646,,C  
,296.046143,-14.610744,17.597,,16.944,,16.602,,M  
,296.053589,-14.615259,17.901,,17.144,,16.86,,M  
,296.047607,-14.618206,18.222,,17.573,,17.431,,M  
,296.049713,-14.623334,17.918,,17.231,,17.082,,M  
,296.02417,-14.632055,17.776,,17.148,,16.904,,M  
,295.99939,-14.635953,17.817,,16.896,,16.458,,C  
,295.986328,-14.643986,17.983,,17.224,,16.969,,M  
,296.018707,-14.649366,17.628,,16.933,,16.816,,M  
,296.057068,-14.654613,17.773,,16.926,,16.688,,M  
,296.018372,-14.657308,17.694,,17.056,,16.876,,M  
,296.027252,-14.659583,17.632,,17.085,,16.74,,M  
,296.001099,-14.663127,17.754,,17.079,,16.836,,M  
,296.03833,-14.742747,17.513,,17.026,,16.573,,M  
,296.017212,-14.754925,17.626,,17.119,,16.727,,M  
,296.057068,-14.759219,17.951,,17.343,,16.984,,M  
,296.057373,-14.764623,18.174,,17.466,,17.283,,M  
,295.954315,-14.777233,18.212,,17.583,,17.391,,M  
,296.021149,-14.796692,17.356,,16.289,,15.713,,C  
,296.043915,-14.799509,17.434,,16.746,,16.545,,M  
,296.021088,-14.803503,17.093,,16.428,,16.264,,M  
,296.017029,-14.806444,17.862,,17.239,,17.061,,M  
,296.43103,-14.711975,17.788,,17.089,,16.928,,M  
,296.419373,-14.720345,17.697,,17.084,,16.839,,M  
,296.486694,-14.722583,17.48,,16.85,,16.665,,M  
,296.44931,-14.725839,17.417,,16.477,,16.316,,M  
,296.419983,-14.731664,17.538,,16.69,,16.5,,M  
,296.276184,-14.73748,17.378,,17.327,,16.362,,M  
,296.484985,-14.741018,17.769,,17.215,,16.86,,M  
,296.412872,-14.74398,18.142,,17.528,,17.187,,M  
,296.522186,-14.751385,16.181,,15.583,,15.298,,M  
,296.499451,-14.765201,18.201,,17.579,,17.225,,M  
,296.433807,-14.769137,17.658,,17.03,,16.882,,M  
,296.408356,-14.774137,18.124,,17.407,,17.179,,M  
,296.509125,-14.792881,16.943,,16.331,,16.043,,M  
,296.442902,-14.796197,17.512,,16.647,,16.456,,M  
,296.480835,-14.801933,17.491,,16.674,,16.423,,M  
,296.4646,-14.807542,17.144,,16.231,,15.567,,C  
,296.475342,-14.558714,17.332,,16.723,,16.514,,M  
,296.514954,-14.573689,17.496,,16.927,,16.638,,M  
,296.51413,-14.578083,18.111,,17.501,,17.224,,M  
,296.51123,-14.584842,17.755,,16.79,,16.308,,C  
,296.440369,-14.591502,16.866,,16.316,,16.045,,M  
,296.433899,-14.598368,17.976,,17.227,,17.13,,M  
,296.482483,-14.600801,17.206,,16.54,,16.322,,M  
,296.48764,-14.603875,17.107,,16.496,,16.297,,M  
,296.507385,-14.608586,17.734,,17.081,,16.813,,M  
,296.422607,-14.611832,17.413,,16.802,,16.563,,M  
,296.521149,-14.614511,18.27,,17.226,,16.797,,C  
,296.427124,-14.618094,17.826,,17.294,,17.072,,M  
,296.520874,-14.621428,17.435,,16.79,,16.587,,M  
,296.505188,-14.626554,17.942,,17.354,,17.14,,M  
,296.508667,-14.629275,17.35,,16.762,,16.565,,M  
,296.438385,-14.631576,17.726,,17.112,,16.907,,M  
,296.48996,-14.63443,18.087,,17.367,,17.147,,M  
,296.488861,-14.638191,17.496,,16.557,,15.974,,C  
,296.498657,-14.642962,17.604,,16.987,,16.826,,M  
,296.488434,-14.654464,18.159,,17.49,,17.16,,M  
,296.311554,-14.551598,17.914,,17.356,,16.982,,M  
,296.326904,-14.554912,17.65,,17.064,,16.825,,M  
,296.268188,-14.559031,18.014,,17.403,,17.212,,M  
,296.350433,-14.561425,16.954,,16.372,,16.114,,M  
,296.299713,-14.563828,18.07,,17.517,,17.256,,M  
,296.294617,-14.567719,18.624,,17.757,,17.118,,C  
,296.281769,-14.571457,17.124,,16.523,,16.283,,M  
,296.269318,-14.574274,18.24,,17.591,,17.344,,M  
,296.249817,-14.577723,17.969,,17.339,,17.188,,M  
,296.250244,-14.58028,18.098,,17.509,,17.201,,M  
,296.329102,-14.584,17.611,,16.957,,16.665,,M  
,296.265533,-14.59479,17.966,,17.111,,16.84,,M  
,296.300781,-14.597308,17.733,,17.042,,16.821,,M  
,296.285156,-14.601586,16.715,,16.035,,15.832,,M  
,296.321686,-14.604838,16.639,,15.948,,15.801,,M  
,296.313812,-14.613031,17.51,,16.655,,16.449,,M  
,296.301788,-14.617753,17.604,,17.005,,16.654,,M  
,296.275482,-14.621393,17.978,,17.284,,17.082,,M  
,296.263794,-14.627904,17.956,,17.317,,17.003,,M  
,296.250305,-14.631506,17.544,,16.861,,16.712,,M  
,296.266541,-14.637911,17.655,,17.002,,16.85,,M  
,296.326508,-14.641376,16.649,,15.697,,15.114,,C  
,296.279144,-14.647496,17.865,,16.998,,16.804,,M  
,296.31723,-14.650301,17.816,,17.241,,17.037,,M  
,296.275116,-14.653234,17.484,,16.612,,16.452,,M  
,296.334686,-14.656092,17.954,,17.353,,17.134,,M  
,296.300446,-14.658543,17.553,,16.881,,16.693,,M  
,296.31543,-14.663013,17.486,,16.845,,16.571,,M  
,296.263336,-14.708953,17.071,,16.053,,15.567,,C  
,296.264954,-14.715384,17.411,,16.435,,16.041,,C  
,296.237854,-14.718291,17.509,,16.693,,16.529,,M  
,296.330536,-14.721181,17.693,,16.83,,16.557,,M  
,296.280762,-14.726241,18.015,,17.146,,17.061,,M  
,296.31192,-14.728691,17.538,,16.72,,15.967,,C  
,296.318024,-14.739033,17.173,,16.378,,15.97,,C  
,296.283783,-14.741738,18.103,,17.246,,16.869,,C  
,296.339813,-14.745103,18.044,,16.882,,16.328,,C  
,296.276062,-14.751641,17.531,,16.642,,16.026,,C  
,296.252136,-14.757003,17.914,,16.978,,16.427,,C  
,296.284271,-14.759642,17.737,,16.992,,16.736,,M  
,296.255432,-14.761878,17.528,,16.665,,16.46,,M  
,296.248871,-14.764977,17.11,,15.994,,15.228,,C  
,296.330048,-14.767764,17.105,,16.08,,15.383,,C  
,296.261536,-14.769683,17.345,,16.483,,16.072,,C  
,296.270599,-14.776425,18.035,,17.178,,17.109,,M  
,296.301117,-14.779015,17.097,,16.157,,15.672,,C  
,296.348297,-14.781917,17.876,,16.914,,16.802,,M  
,296.307007,-14.784284,16.947,,16.062,,15.609,,C  
,296.255737,-14.786252,18.197,,17.29,,17.169,,M  
,296.297485,-14.789169,17.918,,17.092,,16.867,,M  
,296.261719,-14.800416,17.985,,17.126,,16.916,,M  
,296.242493,-14.803477,18.038,,17.122,,16.902,,M  
,296.238708,-14.806007,17.348,,16.599,,16.247,,M  
,296.356781,-14.748176,17.254,,16.329,,15.885,,C  
,296.539215,-14.949409,18.03,,17.429,,17.225,,M  
,296.500092,-14.952188,17.307,,16.716,,16.356,,M  
,296.471954,-14.955172,17.722,,17.068,,16.933,,M  
,296.520447,-14.957832,17.232,,16.706,,16.401,,M  
,296.493561,-14.960535,17.634,,17.023,,16.841,,M  
,296.490021,-14.965914,17.821,,17.012,,16.765,,M  
,296.478027,-14.968984,17.479,,16.903,,16.598,,M  
,296.479218,-14.974156,16.882,,15.943,,15.387,,C  
,296.533447,-14.976672,17.957,,17.285,,17.1,,M  
,296.485962,-14.979607,17.895,,17.233,,17.128,,M  
,296.46521,-14.983861,17.958,,17.116,,16.919,,M  
,296.492737,-14.987658,18.286,,17.505,,17.368,,M  
,296.516693,-14.989991,17.773,,17.119,,16.923,,M  
,296.539673,-14.994203,17.858,,17.217,,16.951,,M  
,296.444275,-14.998292,18.018,,17.418,,17.16,,M  
,296.526947,-15.000549,16.933,,16.322,,15.973,,M  
,296.511871,-15.003676,17.72,,16.886,,16.675,,M  
,296.526825,-15.005964,17.634,,16.995,,16.81,,M  
,296.435181,-15.009061,17.991,,17.13,,16.915,,M  
,296.446594,-15.011467,17.572,,16.974,,16.786,,M  
,296.520386,-15.015034,18.105,,17.492,,17.135,,M  
,296.532562,-15.01741,17.862,,17.358,,17.106,,M  
,296.515411,-15.025197,17.469,,16.788,,16.638,,M  
,296.481842,-15.03135,17.875,,17.134,,16.951,,M  
,296.452637,-15.034349,17.328,,16.72,,16.514,,M  
,296.497864,-15.041821,17.98,,17.404,,17.235,,M  
,296.528717,-15.04448,17.686,,17.12,,16.767,,M  
,296.495544,-15.047131,16.981,,16.5,,16.109,,M  
,296.4823,-15.051053,17.559,,16.898,,16.763,,M  
,296.496918,-15.053953,17.657,,17.026,,16.701,,M  
,296.462097,-14.803963,17.895,,17.068,,16.914,,M  
,296.466187,-14.814114,18.116,,17.566,,17.281,,M  
,296.510345,-14.817943,18.051,,17.438,,17.145,,M  
,296.496643,-14.820441,17.409,,16.751,,16.619,,M  
,296.507416,-14.823716,18.123,,17.457,,17.226,,M  
,296.536194,-14.837629,17.766,,17.043,,16.905,,M  
,296.499664,-14.848536,17.987,,17.502,,17.164,,M  
,296.462311,-14.852363,17.407,,16.635,,16.259,,M  
,296.455383,-14.861692,17.308,,16.448,,16.242,,M  
,296.528748,-14.866978,18.105,,17.34,,17.134,,M  
,296.486786,-14.874781,18.073,,17.418,,17.156,,M  
,296.479126,-14.883121,17.21,,16.401,,16.127,,M  
,296.470612,-14.886045,17.665,,16.743,,16.467,,C  
,296.481201,-14.88875,16.817,,16.3,,15.97,,M  
,296.5336,-14.892983,17.884,,17.038,,16.83,,M  
,296.510925,-14.901115,17.675,,17.083,,16.767,,M  
,296.52948,-14.912703,17.331,,16.7,,16.463,,M  
,296.251434,-14.798083,17.625,,16.616,,16.058,,C  
,296.261719,-14.800416,17.985,,17.126,,16.916,,M  
,296.297028,-14.802626,16.821,,15.758,,14.954,,C  
,296.256256,-14.807403,17.424,,16.327,,15.554,,C  
,296.244385,-14.810474,16.872,,15.96,,15.476,,C  
,296.244141,-14.813117,17.32,,16.187,,15.349,,C  
,296.259552,-14.815343,17.428,,16.335,,15.717,,C  
,296.268646,-14.819822,17.718,,16.939,,16.7,,M  
,296.259796,-14.82215,17.409,,16.47,,16.006,,C  
,296.264984,-14.824442,18.374,,17.308,,17.061,,C  
,296.265381,-14.830131,17.761,,17.026,,16.76,,M  
,296.259155,-14.832942,17.482,,16.728,,16.51,,Mca
,296.257324,-14.837327,18.011,,17.107,,16.687,,Cca
,296.284698,-14.839629,17.812,,16.939,,16.84,,Mca
,296.257874,-14.842669,17.395,,16.265,,15.595,,Cca
,296.244781,-14.845008,17.719,,16.678,,16.005,,C  
,296.262543,-14.847853,17.049,,16.052,,15.442,,Cca
,296.337067,-14.850516,16.924,,16.08,,15.693,,C  
,296.275482,-14.853798,17.352,,16.271,,15.605,,C  
,296.25116,-14.856455,17.765,,16.971,,16.703,,M  
,296.278717,-14.858888,16.683,,15.688,,15.117,,C  
,296.261169,-14.861171,18.091,,17.198,,16.647,,C  
,296.281311,-14.863727,18.471,,17.403,,17.179,,C  
,296.313477,-14.866092,18.075,,17.598,,17.16,,M  
,296.309265,-14.868592,17.326,,16.568,,16.129,,C  
,296.332581,-14.873631,18.135,,17.38,,17.125,,M  
,296.289734,-14.876258,17.404,,16.537,,15.991,,C  
,296.277252,-14.880092,17.638,,16.734,,16.552,,M  
,296.262299,-14.882443,16.354,,15.396,,14.905,,C  
,296.294189,-14.884681,16.906,,15.826,,15.156,,C  
,296.311371,-14.891082,18.094,,17.327,,17.085,,M  
,296.244232,-14.895714,17.515,,16.678,,16.557,,M  
,296.263153,-14.89839,18.173,,17.307,,17.075,,M  
,296.328705,-14.9036,17.888,,16.952,,16.837,,M  
,296.266968,-14.910404,17.84,,16.579,,15.701,,C  
,296.340912,-14.947414,17.775,,16.908,,16.764,,M  
,296.306091,-14.950318,17.745,,16.944,,16.937,,M  
,296.286987,-14.962574,17.446,,16.297,,15.629,,C  
,296.289246,-14.965583,17.313,,16.713,,16.45,,M  
,296.309082,-14.969496,18.226,,17.768,,17.287,,M  
,296.311035,-14.973057,17.364,,16.349,,15.704,,C  
,296.359039,-14.984733,17.425,,16.754,,16.575,,M  
,296.32428,-14.991217,18.02,,17.453,,17.201,,M  
,296.334747,-14.99367,17.319,,16.239,,15.529,,C  
,296.325409,-14.997616,17.49,,16.614,,16.124,,C  
,296.286377,-14.99973,17.827,,17.274,,17.038,,M  
,296.303833,-15.00228,17.512,,16.745,,16.488,,M  
,296.305145,-15.004685,18.013,,17.666,,17.264,,M  
,296.318451,-15.007016,18.252,,17.611,,17.427,,M  
,296.260254,-15.00941,17.864,,17.292,,17.027,,M  
,296.352936,-15.012109,18.009,,17.535,,17.204,,M  
,296.250244,-15.015092,18.436,,17.14,,15.842,,C  
,296.329254,-15.018955,17.125,,16.488,,16.326,,M  
,296.335785,-15.026363,17.007,,16.337,,16.189,,M  
,296.281281,-15.032146,17.265,,16.706,,16.274,,M  
,296.276825,-15.037701,18.149,,17.518,,17.245,,M  
,296.297333,-15.04544,17.954,,17.349,,17.134,,M  
,296.25589,-15.049867,18.195,,17.664,,17.39,,M  
,296.259125,-15.054071,18.17,,17.559,,17.261,,M  
,296.255951,-15.05637,17.074,,16.496,,16.19,,M  
,296.208069,-14.959845,18.136,,17.238,,17.009,,M  
,296.230438,-14.986133,18.298,,17.577,,17.414,,M  
,296.216919,-14.990644,17.631,,16.691,,16.218,,C  
,296.194397,-14.995967,17.771,,17.163,,16.854,,M  
,296.217194,-15.001184,18.346,,17.578,,17.201,,M  
,296.196259,-15.009543,18.098,,17.5,,17.103,,M  
,296.211914,-15.013387,16.706,,16.173,,15.871,,M  
,296.219086,-14.802538,17.309,,16.477,,15.994,,C  
,296.224152,-14.812045,17.551,,16.689,,16.48,,M  
,296.16803,-14.836925,18.081,,16.862,,15.934,,C  
,296.22171,-14.839417,17.929,,17,,16.501,,C  
,296.204712,-14.849141,17.306,,16.262,,15.565,,C  
,296.187256,-14.854028,18.166,,17.224,,16.937,,C  
,296.205139,-14.856238,17.242,,16.469,,16.279,,M  
,296.185944,-14.858833,17.79,,16.917,,16.746,,M  
,296.223785,-14.869195,17.82,,17.072,,16.915,,M  
,296.227081,-14.876891,17.543,,16.457,,15.858,,C  
,296.226807,-14.881382,17.365,,16.369,,15.908,,C  
,295.976105,-14.796489,18.25,,17.411,,17.052,,C  
,296.043884,-14.799508,17.434,,16.746,,16.545,,M  
,295.962311,-14.802186,17.69,,17.183,,16.897,,M  
,295.960724,-14.806342,17.602,,17.019,,16.665,,M  
,296.035767,-14.815892,17.822,,16.895,,16.774,,M  
,295.963165,-14.819047,17.948,,17.251,,17.002,,M  
,295.977814,-14.826708,17.06,,16.466,,16.2,,M  
,296.026215,-14.832167,17.658,,16.99,,16.899,,M  
,296.029327,-14.837542,18.035,,17.423,,17.198,,M  
,295.994385,-14.840031,18.069,,17.356,,17.191,,M  
,295.974335,-14.842854,17.51,,16.839,,16.574,,M  
,296.010468,-14.845939,18.142,,17.684,,17.415,,M  
,295.98175,-14.853352,17.882,,17.04,,16.8,,M  
,296.020447,-14.855683,18.329,,17.354,,17.394,,M  
,296.024811,-14.858717,17.193,,16.613,,16.227,,M  
,295.942688,-14.871535,17.194,,16.398,,16.158,,M  
,296.023621,-14.876556,17.214,,16.658,,16.33,,M  
,296.000641,-14.880625,17.727,,17.24,,16.872,,M  
,296.049103,-14.882938,18.103,,17.283,,17.111,,M  
,296.041718,-14.893066,17.482,,16.884,,16.529,,M  
,296.044067,-14.905341,18.504,,17.75,,17.381,,M  
,296.027344,-14.949381,18.017,,17.425,,17.123,,M  
,296.003693,-14.974893,18.392,,17.56,,17.21,,C  
,296.050873,-14.979843,17.588,,16.88,,16.654,,M  
,296.02536,-14.984833,18.051,,17.614,,17.256,,M  
,296.017761,-14.995077,17.849,,17.05,,16.936,,M  
,296.045563,-15.00578,17.29,,16.687,,16.406,,M  
,296.036987,-15.009061,17.369,,16.648,,16.493,,M  
,295.97934,-15.015457,17.607,,16.872,,16.668,,M  
,295.993744,-15.019435,17.743,,17.091,,16.938,,M  
,296.056305,-15.026172,17.87,,17.15,,17.096,,M  
,296.041931,-15.032643,17.826,,17.19,,16.948,,M  
,296.02005,-15.036669,17.751,,17.008,,16.689,,M  
,295.994659,-15.038876,18.321,,17.693,,17.438,,M  
,296.021637,-15.045016,17.04,,16.282,,16.056,,M  
,295.979401,-15.049569,17.948,,17.226,,17.089,,M  
,296.040497,-15.052125,17.159,,16.498,,16.321,,M  
,296.040161,-15.055114,18.43,,17.362,,17.348,,M  
,297.102814,-14.442153,18.075,,17.512,,17.107,,M  
,297.181274,-14.445981,18.53,,18.264,,17.292,,C  
,297.216156,-14.453639,17.765,,17.021,,16.866,,M  
,297.155334,-14.481108,18.038,,17.259,,17.179,,M  
,297.108337,-14.49365,18.191,,17.383,,16.661,,C  
,297.158966,-14.496314,17.297,,16.756,,16.449,,M  
,297.215637,-14.500302,18.073,,17.588,,17.286,,M  
,297.179169,-14.503994,17.677,,16.981,,16.811,,M  
,297.150513,-14.513336,17.78,,17.283,,16.918,,M  
,297.161224,-14.292459,17.802,,17.075,,17.045,,M  
,297.193909,-14.294868,17.032,,16.465,,16.212,,M  
,297.160309,-14.302498,18.161,,17.466,,17.205,,M  
,297.173523,-14.304831,17.817,,17.33,,17.05,,M  
,297.193878,-14.307225,17.774,,17.121,,16.909,,M  
,297.210724,-14.310122,17.649,,17.018,,16.718,,M  
,297.173767,-14.321322,18.275,,17.793,,17.289,,M  
,297.204651,-14.32515,17.781,,17.125,,17.029,,M  
,297.171265,-14.329375,17.739,,17.068,,16.905,,M  
,297.149353,-14.33532,17.041,,16.773,,15.965,,M  
,297.211639,-14.338922,18.101,,17.483,,17.153,,M  
,297.161255,-14.3425,16.41,,15.743,,15.544,,M  
,297.206085,-14.347786,17.681,,17.074,,16.879,,M  
,297.139404,-14.352262,18.128,,17.665,,17.304,,M  
,297.153961,-14.360078,17.469,,16.917,,16.496,,M  
,297.211029,-14.376673,17.19,,16.61,,16.226,,M  
,297.202271,-14.3802,18.048,,17.394,,17.222,,M  
,296.948669,-14.282547,17.247,,16.617,,16.438,,M  
,296.952179,-14.285142,17.218,,16.602,,16.371,,M  
,296.991333,-14.290698,17.848,,17.314,,16.943,,M  
,297.019135,-14.296878,18.136,,17.52,,17.298,,M  
,296.964722,-14.299945,16.726,,16.204,,15.882,,M  
,296.923645,-14.303656,17.635,,17.044,,16.813,,M  
,296.936279,-14.305859,17.659,,17.029,,16.808,,M  
,296.930145,-14.308464,17.777,,17.44,,16.951,,M  
,297.024963,-14.310925,17.856,,17.26,,16.923,,M  
,296.970581,-14.314083,18.075,,17.436,,17.237,,M  
,296.938538,-14.317039,17.72,,17.069,,16.846,,M  
,297.027313,-14.32887,18.067,,17.623,,17.274,,M  
,296.957794,-14.331817,17.547,,17.1,,16.708,,M  
,296.995422,-14.335114,17.862,,17.323,,17.01,,M  
,296.97406,-14.339691,18.259,,17.784,,17.415,,M  
,297.011963,-14.3455,18.038,,17.354,,16.989,,M  
,297.013916,-14.348797,18.201,,17.552,,16.944,,C  
,296.996124,-14.351164,18.032,,17.527,,17.282,,M  
,296.95752,-14.363795,18.022,,17.281,,17.01,,M  
,296.964783,-14.368781,17.611,,17,,16.747,,M  
,296.942719,-14.373831,17.839,,17.114,,16.891,,M  
,296.930756,-14.377884,17.241,,16.724,,16.363,,M  
,296.938354,-14.381606,17.528,,16.902,,16.637,,M  
,296.981598,-14.386964,18.128,,17.547,,17.365,,M  
,297.006256,-14.394895,18.126,,17.297,,17.202,,M  
,297.025116,-14.436872,17.775,,17.192,,16.831,,M  
,296.974823,-14.447328,17.896,,17.283,,17.053,,M  
,297.028107,-14.45823,17.57,,17.079,,16.704,,M  
,296.975769,-14.466044,18.236,,17.514,,17.185,,M  
,297.018646,-14.468082,16.712,,16.068,,15.835,,M  
,296.954742,-14.47366,18.343,,17.804,,17.385,,M  
,297.014343,-14.477056,18.167,,17.555,,17.215,,M  
,296.968933,-14.48323,17.727,,17.076,,16.816,,M  
,297.023346,-14.493817,18.165,,17.555,,17.168,,M  
,297.016083,-14.503956,18.178,,17.632,,17.433,,M  
,297.018768,-14.510902,18.148,,17.651,,17.346,,M  
,296.937805,-14.516788,17.791,,17.1,,16.94,,M  
,297.006958,-14.520561,17.413,,16.788,,16.564,,M  
,297.020477,-14.523369,18.044,,17.363,,17.141,,M  
,296.953674,-14.526256,18.052,,17.447,,17.269,,M  
,296.932526,-14.52895,16.632,,15.979,,15.793,,M  
